,Primary ID,BatchID,Time,Ethanol,Temperature,Molasses flow,NH3 flow,Air flow,Level,pH
384,385,Ca,8.66667,0.39805,29.424,2831.63,100.137,6687.24,49.4906,5.14579
385,386,Ca,8.83333,0.35448,29.7527,2838.04,94.7099,6652.73,49.7355,5.14903
386,387,Ca,9.0,0.30906,30.2031,2848.79,95.893,6617.68,49.9787,5.1465
387,388,Ca,9.16667,0.26075,30.5613,2858.32,95.9785,6678.35,50.228,5.15028
388,389,Ca,9.33333,0.20357,30.8888,2885.02,95.9821,6676.66,50.4347,5.14712
389,390,Ca,9.5,0.15151,31.2269,2898.46,97.1901,6674.79,50.7143,5.14566
390,391,Ca,9.66667,0.1077,31.4528,2921.86,97.9669,6676.21,50.9423,5.14357
391,392,Ca,9.83333,0.07211,31.656,2965.43,99.4493,6671.67,51.1757,5.15215
392,393,Ca,10.0,0.04838,31.8204,2994.25,100.899,6681.73,51.4268,5.15357
393,394,Ca,10.1667,0.0379,31.9634,3013.01,101.185,6680.75,51.637,5.14832
394,395,Ca,10.3333,0.03563,32.097,3016.06,101.88,6679.59,51.9202,5.15028
395,396,Ca,10.5,0.03396,32.3149,3018.65,101.43,6679.15,52.1429,5.14535
396,397,Ca,10.6667,0.03311,32.5007,3020.17,101.235,6686.17,52.3985,5.15193
397,398,Ca,10.8333,0.03147,32.494,3018.08,101.202,6677.28,52.6648,5.14766
398,399,Ca,11.0,0.03048,32.3563,3023.51,102.093,6679.06,52.8572,5.14948
399,400,Ca,11.1667,0.02926,32.2467,3027.73,101.766,6684.93,53.1645,5.1449
400,401,Ca,11.3333,0.02831,32.232,3026.38,101.652,6713.75,53.4432,5.15481
401,402,Ca,11.5,0.02774,32.2868,3025.35,101.349,6653.53,53.6507,5.14761
402,403,Ca,11.6667,0.02688,32.2668,3025.81,20.3617,6684.57,53.9393,5.16575
403,404,Ca,11.8333,0.02655,32.2668,3028.15,0.06058,6683.5,54.1147,5.26282
404,405,Ca,12.0,0.02608,32.3042,3028.47,0.08909,6670.96,54.4131,5.38661
405,406,Ca,12.1667,0.02587,32.3857,3027.05,0.06414,6686.8,54.5645,5.51293
406,407,Ca,12.3333,0.02545,32.3964,3031.8,0.07127,6700.94,54.87,5.63899
407,408,Ca,12.5,0.02505,32.383,3030.74,0.08196,6660.11,55.1595,5.76229
408,409,Ca,12.6667,0.02419,32.2628,1528.17,0.0784,6701.47,55.3109,5.91248
409,410,Ca,12.8333,0.02242,31.6132,70.6967,0.06414,6736.08,55.3554,6.10339
410,411,Ca,13.0,0.02194,31.4114,7.37458,0.08196,6734.48,55.3144,6.20766
411,412,Ca,13.1667,0.02222,31.9874,-0.74454,0.05702,6742.04,55.236,6.27287
412,413,Ca,13.3333,0.02213,32.2534,-0.81545,0.07483,6735.27,55.2957,6.31318
413,414,Ca,13.5,0.02183,32.2975,-0.81545,0.06771,6565.91,55.3189,6.33052
414,415,Ca,13.6667,0.02091,31.1387,-0.95727,0.06771,2994.93,55.2138,6.31905
415,416,cb,0.0,0.07734,30.7708,11.6071,0.12501,1799.72,41.9781,5.38879
416,417,cb,0.166667,0.0769,31.0938,957.672,62.6092,2078.55,42.0334,4.2762
417,418,cb,0.333333,0.22519,30.6756,1064.62,78.2535,2261.33,42.1315,4.28543
418,419,cb,0.5,0.4153,30.3217,1048.72,77.7713,2444.29,42.2154,4.52762
419,420,cb,0.666667,0.58923,30.2158,1011.84,74.5638,2632.93,42.3046,4.79063
420,421,cb,0.833333,0.71565,30.3499,1015.46,72.7601,2810.73,42.3929,5.00085
421,422,cb,1.0,0.83197,30.4048,994.41,72.9351,2993.07,42.4661,5.13044
422,423,cb,1.16667,0.90919,30.3271,984.364,71.5064,3164.3,42.5571,4.95112
423,424,cb,1.33333,0.97273,30.2962,982.163,71.3171,3332.42,42.6526,5.12547
424,425,cb,1.5,0.99824,30.2681,1002.54,72.8851,3499.02,42.7293,5.19344
425,426,cb,1.66667,1.04495,30.315,1013.79,74.0745,3663.23,42.8176,4.95769
426,427,cb,1.83333,1.05975,30.2614,1035.62,75.6247,3835.26,42.9095,5.02922
427,428,cb,2.0,1.09353,30.2172,1051.02,80.0322,3998.67,42.9996,5.11761
428,429,cb,2.16667,1.09227,30.2627,1094.9,85.6506,4169.81,43.0835,5.15122
429,430,cb,2.33333,1.08953,30.3405,1153.82,91.0082,4330.01,43.1808,5.12343
430,431,cb,2.5,1.10375,30.315,1199.61,95.0728,4497.25,43.3021,5.04671
431,432,cb,2.66667,1.11168,30.2413,1245.04,98.4732,4667.32,43.4136,5.03921
432,433,cb,2.83333,1.12879,30.1863,1291.26,102.623,4839.17,43.5055,5.17861
433,434,cb,3.0,1.14344,30.2024,1344.79,107.085,5003.56,43.6394,5.12374
434,435,cb,3.16667,1.14764,30.244,1396.54,111.56,5176.65,43.7482,5.19451
435,436,cb,3.33333,1.15536,30.3539,1465.86,117.05,5340.95,43.8847,5.11197
436,437,cb,3.5,1.15686,30.3525,1536.43,123.24,5511.2,44.015,5.20991
437,438,cb,3.66667,1.15804,30.2735,1610.75,129.63,5682.25,44.1524,5.20348
438,439,cb,3.83333,1.16487,30.2855,1682.71,135.719,5847.79,44.28,5.1748
439,440,cb,4.0,1.18041,30.3137,1749.47,141.305,6007.2,44.4263,5.20712
440,441,cb,4.16667,1.19028,30.3364,1819.82,147.256,6127.6,44.6128,5.19184
441,442,cb,4.33333,1.2024,30.3458,1887.66,152.982,6243.74,44.7707,5.18803
442,443,cb,4.5,1.21563,30.3338,1961.42,158.836,6363.34,44.9411,5.19251
443,444,cb,4.66667,1.22788,30.3297,2029.11,165.004,6480.63,45.1178,5.21413
444,445,cb,4.83333,1.24282,30.3096,2101.06,170.862,6603.79,45.3087,5.21449
445,446,cb,5.0,1.25575,30.3003,2168.71,176.837,6702.51,45.4979,5.22194
446,447,cb,5.16667,1.26947,30.2681,2268.35,184.581,6713.61,45.7004,5.20552
447,448,cb,5.33333,1.29175,30.2641,2365.5,192.839,6712.01,45.8913,5.22607
448,449,cb,5.5,1.32308,30.2748,2443.2,200.0,6709.52,46.118,5.21129
449,450,cb,5.66667,1.36301,30.2869,2505.99,205.097,6719.04,46.341,5.22168
450,451,cb,5.83333,1.40287,30.2869,2569.67,210.562,6713.44,46.5596,5.21435
451,452,cb,6.0,1.44545,30.2091,2621.1,176.109,6715.57,46.8086,5.21005
452,453,cb,6.16667,1.48901,30.1756,2514.12,129.162,6712.28,47.0244,5.21378
453,454,cb,6.33333,1.50031,30.2694,2367.31,121.693,6710.77,47.2332,5.17244
454,455,cb,6.5,1.4621,30.256,2311.79,116.45,6716.46,47.4251,5.16712
455,456,cb,6.66667,1.39939,30.2775,2307.75,117.664,6708.55,47.6312,5.14869
456,457,cb,6.83333,1.31933,30.2735,2342.1,118.421,6712.9,47.8248,5.12751
457,458,cb,7.0,1.22991,30.2694,2395.56,121.861,6712.9,48.0336,5.1126
458,459,cb,7.16667,1.13682,30.2641,2455.73,125.126,6707.39,48.2405,5.09874
459,460,cb,7.33333,1.04861,30.2507,2512.84,128.097,6718.86,48.4484,5.13635
460,461,cb,7.5,0.93439,30.2802,2595.9,132.623,6710.59,48.6777,5.22088
461,462,cb,7.66667,0.81298,30.2775,2715.7,138.784,6710.06,48.9178,5.21218
462,463,cb,7.83333,0.71077,30.2534,2803.69,143.617,6712.9,49.1578,5.21116
463,464,cb,8.0,0.63269,30.2266,2853.03,131.519,6710.06,49.4138,5.20876
464,465,cb,8.16667,0.56858,30.2038,2901.91,116.678,6708.55,49.6601,5.21928
465,466,cb,8.33333,0.50645,30.1917,2963.38,120.739,6709.88,49.9456,5.2152
466,467,cb,8.5,0.46658,30.2105,2991.21,121.654,6708.1,50.2097,5.21289
467,468,cb,8.66667,0.4338,30.2359,2999.38,122.147,6708.9,50.4515,5.22257
468,469,cb,8.83333,0.40816,30.1864,2997.43,122.236,6712.01,50.7361,5.21249
469,470,cb,9.0,0.38615,30.1689,2986.1,90.2904,6712.28,50.9975,5.21444
470,471,cb,9.16667,0.3514,30.2721,2991.6,59.4411,6708.28,51.2268,5.21813
471,472,cb,9.33333,0.28915,30.6783,3041.44,60.7019,6733.96,51.4846,5.21852
472,473,cb,9.5,0.23721,31.071,3088.69,61.777,6680.29,51.7898,5.22026
473,474,cb,9.66667,0.19826,31.4652,3107.82,62.3413,6751.56,52.0441,5.21768
474,475,cb,9.83333,0.16577,31.8995,3115.45,62.2913,6666.07,52.3225,5.22519
475,476,cb,10.0,0.14141,32.2198,3113.46,62.5878,6709.26,52.5642,5.21875
476,477,cb,10.1667,0.12086,32.3552,3126.41,62.7235,6710.15,52.8355,5.22474
477,478,cb,10.3333,0.10477,32.433,3140.69,62.8092,6707.21,53.0889,5.21586
478,479,cb,10.5,0.08938,32.6542,3153.85,62.7771,6718.23,53.3405,5.2207
479,480,cb,10.6667,0.07764,32.811,3151.51,62.9771,6723.03,53.6679,5.21733
480,481,cb,10.8333,0.06805,32.9947,3161.98,63.82,6694.42,53.9418,5.21577
481,482,cb,11.0,0.06397,33.185,3153.46,63.6129,6704.46,54.1934,5.21857
482,483,cb,11.1667,0.06371,33.1528,3084.04,61.2484,6705.08,54.5048,5.21515
483,484,cb,11.3333,0.05879,33.1287,2986.39,59.7804,6726.41,54.7885,5.22088
484,485,cb,11.5,0.05345,33.0509,2897.58,57.1016,6688.11,55.0036,5.21666
485,486,cb,11.6667,0.04789,33.0483,2802.16,55.2657,6710.06,55.1865,5.22079
486,487,cb,11.8333,0.04219,33.0791,2715.48,53.7477,6708.37,55.4425,5.21493
487,488,cb,12.0,0.03998,33.1086,2606.26,26.2488,6714.68,55.6495,5.23198
488,489,cb,12.1667,0.03822,32.9813,2311.01,0.11072,6699.66,55.886,5.32037
489,490,cb,12.3333,0.03672,32.9652,1907.85,0.12144,6719.75,55.993,5.4422
490,491,cb,12.5,0.03499,32.8244,1528.65,0.11072,6702.77,56.1599,5.57637
491,492,cb,12.6667,0.03361,32.7292,1156.73,0.10358,6709.44,56.3018,5.71515
492,493,cb,12.8333,0.03254,32.7735,742.887,0.10715,6711.66,56.325,5.86987
493,494,cb,13.0,0.03154,32.8834,338.309,0.11072,6750.31,56.3928,6.04555
494,495,cb,13.1667,0.03052,33.0107,86.8579,0.10358,6725.87,56.3098,6.22563
495,496,cb,13.3333,0.02946,33.1461,47.8481,0.10715,6676.56,56.2438,6.37365
496,497,cb,13.5,0.02828,33.2132,17.9253,0.09644,6719.83,56.374,6.48806
497,498,cb,13.6667,0.02709,33.2064,0.31951,0.11072,6703.75,56.2794,6.58249
581,582,db,0.0,0.08713,30.1804,53.5011,0.04632,1232.07,41.6886,5.95466
582,583,db,0.166667,0.12666,30.1858,990.002,44.187,1925.46,41.9051,5.10636
583,584,db,0.333333,0.38248,29.9292,946.499,70.8454,2181.64,41.9077,4.56409
584,585,db,0.5,0.61134,29.7033,951.817,70.2502,2363.37,41.971,4.76344
585,586,db,0.666667,0.77684,29.6511,944.052,69.7407,2548.12,42.0289,4.94853
586,587,db,0.833333,0.9003,29.7113,959.298,71.7433,2727.63,42.0921,5.10112
587,588,db,1.0,0.99425,29.7674,977.486,72.6378,2905.89,42.1607,5.10761
588,589,db,1.16667,1.09999,29.71,964.013,73.1545,3084.86,42.2382,4.95164
589,590,db,1.33333,1.1532,29.6645,986.35,73.2044,3250.76,42.3166,5.11894
590,591,db,1.5,1.1836,29.6298,1013.4,76.0872,3414.69,42.3833,5.17477
591,592,db,1.66667,1.2341,29.6579,1029.6,77.0493,3581.48,42.4733,5.14077
592,593,db,1.83333,1.23743,29.7394,1065.24,79.754,3750.04,42.5446,5.16992
593,594,db,2.0,1.2395,29.7942,1107.5,83.6881,3916.83,42.6381,5.04125
594,595,db,2.16667,1.22948,29.6993,1171.21,92.2583,4075.34,42.7378,5.11828
595,596,db,2.33333,1.22298,29.6471,1220.17,96.3348,4244.26,42.826,5.16552
596,597,db,2.5,1.23035,29.6832,1271.05,100.586,4409.71,42.9364,5.08419
597,598,db,2.66667,1.23176,29.71,1317.39,104.549,4578.72,43.0406,5.13205
598,599,db,2.83333,1.21658,29.7501,1376.99,109.174,4742.66,43.144,5.16668
599,600,db,3.0,1.21174,29.6725,1443.11,114.451,4910.16,43.2686,5.17037
600,601,db,3.16667,1.21958,29.7274,1496.51,118.724,5076.94,43.3969,5.17499
601,602,db,3.33333,1.22174,29.7273,1574.05,124.665,5245.95,43.5002,5.15219
602,603,db,3.5,1.22188,29.73,1639.0,129.821,5413.27,43.6356,5.18566
603,604,db,3.66667,1.22802,29.7073,1707.71,135.369,5582.37,43.7781,5.14974
604,605,db,3.83333,1.23094,29.7247,1775.18,140.682,5753.07,43.9072,5.16521
605,606,db,4.0,1.232,29.7741,1851.83,146.74,5913.45,44.0667,5.18775
606,607,db,4.16667,1.23039,29.8022,1927.82,152.306,6055.5,44.2056,5.18877
607,608,db,4.33333,1.23137,29.857,1996.63,158.225,6167.58,44.3775,5.19402
608,609,db,4.5,1.22805,29.9051,2077.65,164.497,6289.0,44.5476,5.18033
609,610,db,4.66667,1.21953,29.9479,2147.6,170.33,6398.77,44.7257,5.19108
610,611,db,4.83333,1.20909,29.9559,2243.22,177.832,6518.32,44.9217,5.19575
611,612,db,5.0,1.19699,29.8423,2340.29,185.179,6633.69,45.1042,5.1958
612,613,db,5.16667,1.19853,29.726,2427.44,193.464,6694.09,45.2957,5.20486
613,614,db,5.33333,1.21249,29.714,2543.48,201.575,6685.02,45.5166,5.20162
614,615,db,5.5,1.24773,29.7126,2633.82,207.743,6702.98,45.7339,5.2018
615,616,db,5.66667,1.28598,29.6685,2695.23,213.819,6764.36,45.9726,5.21349
616,617,db,5.83333,1.33104,29.6445,2761.1,219.346,6651.84,46.1855,5.19548
617,618,db,6.0,1.37784,29.6685,2828.68,217.397,6721.58,46.4241,5.20788
618,619,db,6.16667,1.42149,29.7501,2744.02,143.601,6683.42,46.645,5.18019
619,620,db,6.33333,1.41079,29.6619,2675.73,140.312,6646.86,46.8766,5.16993
620,621,db,6.5,1.36397,29.5656,2661.02,139.877,6693.64,47.0912,5.17166
621,622,db,6.66667,1.28242,29.6338,2672.75,139.517,6684.48,47.3219,5.17441
622,623,db,6.83333,1.18025,29.7541,2734.44,143.105,6700.23,47.5339,5.16944
623,624,db,7.0,1.06215,29.7166,2806.95,146.651,6700.5,47.7654,5.16966
624,625,db,7.16667,0.95158,29.7019,2856.05,150.165,6696.67,47.9997,5.18095
625,626,db,7.33333,0.83346,29.6966,2948.2,153.386,6687.95,48.2491,5.20086
626,627,db,7.5,0.72092,29.7126,2995.39,156.768,6683.68,48.4877,5.18802
627,628,db,7.66667,0.61549,29.6912,3052.12,160.424,6688.49,48.7558,5.20042
628,629,db,7.83333,0.51862,29.6805,3097.18,163.168,6685.91,49.0203,5.20517
629,630,db,8.0,0.42175,29.6752,3151.32,163.841,6687.87,49.2938,5.20255
630,631,db,8.16667,0.33134,29.6579,3213.61,138.06,6683.15,49.5619,5.20166
631,632,db,8.33333,0.24393,29.6511,3285.91,141.919,6690.0,49.8255,5.20326
632,633,db,8.5,0.17602,29.6378,3333.45,144.417,6687.33,50.1007,5.20406
633,634,db,8.66667,0.12148,29.6458,3373.13,145.999,6697.83,50.3848,5.20891
634,635,db,8.83333,0.08374,29.583,3381.07,146.462,6685.11,50.6627,5.21153
635,636,db,9.0,0.09468,29.4534,3360.4,140.283,6681.81,50.9691,5.20926
636,637,db,9.16667,0.15067,29.5763,3270.63,83.0217,6696.05,51.2416,5.20553
637,638,db,9.33333,0.31408,29.8182,3065.41,76.9638,6690.09,51.5043,5.20762
638,639,db,9.5,0.47883,30.0575,2795.53,70.9594,6683.33,51.7412,5.20095
639,640,db,9.66667,0.59065,30.3689,2646.62,66.2663,6678.26,51.9692,5.20517
640,641,db,9.83333,0.67516,30.7779,2505.26,62.7206,6714.28,52.1562,5.20504
641,642,db,10.0,0.76646,31.2443,2345.44,59.036,6672.21,52.3762,5.20211
642,643,db,10.1667,0.81118,31.7054,2254.1,57.0048,6686.53,52.5641,5.20806
643,644,db,10.3333,0.82629,31.9914,2231.73,55.8004,6728.51,52.6942,5.20135
644,645,db,10.5,0.77661,32.2294,2281.16,56.6093,6663.31,52.8322,5.20424
645,646,db,10.6667,0.75677,32.359,2285.2,57.2792,6678.44,53.0861,5.20344
646,647,db,10.8333,0.67014,32.4739,2365.61,59.4636,6684.75,53.2099,5.20433
647,648,db,11.0,0.63842,32.637,2398.37,60.2298,6684.93,53.445,5.20233
648,649,db,11.1667,0.59162,32.6303,2423.9,60.9817,6690.26,53.591,5.20651
649,650,db,11.3333,0.55073,32.6918,2363.09,58.8293,6706.01,53.7932,5.20668
650,651,db,11.5,0.51125,32.6036,2358.87,58.8935,6671.94,53.9464,5.20668
651,652,db,11.6667,0.43954,32.6397,2325.79,57.6748,6683.86,54.1548,5.20384
652,653,db,11.8333,0.38982,32.4806,2313.95,58.2414,6683.95,54.3846,5.20615
653,654,db,12.0,0.33169,32.4887,2256.12,50.9469,6688.93,54.5815,5.20873
654,655,db,12.1667,0.28823,32.3363,2032.26,0.05701,6685.19,54.691,5.29162
655,656,db,12.3333,0.24737,32.0543,1712.43,0.06771,6681.19,54.7836,5.38363
656,657,db,12.5,0.14578,32.0717,1401.56,0.02851,6696.85,54.8941,5.47488
657,658,db,12.6667,0.05916,32.1999,1084.88,0.0392,6691.07,54.9938,5.63961
658,659,db,12.8333,0.03878,32.212,706.01,0.04276,6720.15,55.1693,5.80051
659,660,db,13.0,0.03751,32.3242,320.936,0.03207,6706.54,55.1238,5.97649
660,661,db,13.1667,0.03605,32.3951,46.091,0.03563,6712.95,55.0944,6.11965
661,662,db,13.3333,0.03362,32.4579,44.9921,0.03207,6704.5,55.09,6.21433
662,663,db,13.5,0.0313,32.4819,11.0619,0.04989,6709.12,55.0098,6.28309
663,664,db,13.6667,0.02918,32.4673,4.18366,0.05701,6735.27,55.0339,6.34087
664,665,eb,0.0,0.1957,31.8605,347.423,18.3048,1717.03,41.61,4.36215
665,666,eb,0.166667,0.25745,31.2029,941.694,71.3959,2139.4,41.6741,4.10646
666,667,eb,0.333333,0.47871,30.4905,940.31,71.282,2324.82,41.7435,4.20387
667,668,eb,0.5,0.6746,30.1016,952.123,72.1794,2512.19,41.8121,4.37667
668,669,eb,0.666667,0.86728,29.9479,930.235,70.2136,2689.1,41.8816,4.62267
669,670,eb,0.833333,0.98849,30.008,944.815,71.4387,2864.42,41.9653,4.77043
670,671,eb,1.0,1.06661,29.9599,962.589,73.49,3052.59,42.0356,4.95783
671,672,eb,1.16667,1.13003,30.0214,987.885,74.4373,3227.01,42.1211,5.05288
672,673,eb,1.33333,1.16303,29.9933,993.064,75.4558,3390.0,42.2004,5.13239
673,674,eb,1.5,1.18213,30.0093,1032.19,77.9059,3558.66,42.2867,5.20716
674,675,eb,1.66667,1.23043,29.988,1039.79,78.7606,3729.72,42.3669,5.14838
675,676,eb,1.83333,1.2203,30.0414,1104.0,83.5932,3897.31,42.4604,5.01523
676,677,eb,2.0,1.18018,30.0508,1152.78,91.6594,4068.64,42.5512,5.09341
677,678,eb,2.16667,1.19257,30.0334,1205.53,96.6381,4235.08,42.65,5.16916
678,679,eb,2.33333,1.18987,29.972,1258.64,101.239,4402.15,42.764,5.16902
679,680,eb,2.5,1.1725,29.9773,1329.03,106.919,4574.09,42.8691,5.17724
680,681,eb,2.66667,1.19562,29.9693,1367.45,109.508,4743.02,42.9769,5.2025
681,682,eb,2.83333,1.22074,30.0347,1392.96,112.343,4912.75,43.0953,5.11104
682,683,eb,3.0,1.20663,30.0294,1470.76,117.966,5079.72,43.2208,5.17111
683,684,eb,3.16667,1.17766,30.0267,1559.06,125.498,5247.85,43.3446,5.19841
684,685,eb,3.33333,1.19397,30.0388,1619.05,129.8,5414.65,43.4711,5.15384
685,686,eb,3.5,1.18991,30.0695,1693.69,136.67,5585.8,43.6171,5.17715
686,687,eb,3.66667,1.18485,30.0628,1765.04,142.478,5755.61,43.7711,5.18434
687,688,eb,3.83333,1.19056,30.0775,1844.75,148.468,5920.28,43.9208,5.19477
688,689,eb,4.0,1.19822,30.0722,1909.75,154.519,6079.9,44.0846,5.19131
689,690,eb,4.16667,1.21447,30.1016,1968.35,158.707,6179.4,44.26,5.19553
690,691,eb,4.33333,1.22729,30.0935,2031.79,163.362,6302.92,44.4123,5.20507
691,692,eb,4.5,1.2167,30.1163,2115.8,170.124,6420.86,44.5895,5.19943
692,693,eb,4.66667,1.20714,30.1403,2192.28,176.617,6543.94,44.7845,5.20689
693,694,eb,4.83333,1.20276,30.1524,2280.41,183.137,6663.12,44.9626,5.20019
694,695,eb,5.0,1.2012,30.1537,2365.2,190.837,6771.75,45.1745,5.20276
695,696,eb,5.16667,1.21086,30.1176,2470.99,198.714,6760.93,45.3678,5.19872
696,697,eb,5.33333,1.24239,30.0494,2554.11,206.432,6724.93,45.5957,5.214
697,698,eb,5.5,1.30045,29.9933,2619.14,210.217,6745.15,45.8174,5.21067
698,699,eb,5.66667,1.35052,30.0521,2669.09,214.993,6814.31,46.0365,5.21715
699,700,eb,5.83333,1.39282,30.0294,2739.83,220.167,6725.99,46.2761,5.21861
700,701,eb,6.0,1.45167,29.9385,2750.72,160.602,6702.41,46.5031,5.2001
701,702,eb,6.16667,1.49027,29.9439,2637.66,141.57,6744.26,46.7293,5.18909
702,703,eb,6.33333,1.43741,29.9759,2609.67,139.512,6754.19,46.9573,5.19388
703,704,eb,6.5,1.33389,29.984,2654.65,141.777,6726.17,47.1683,5.19184
704,705,eb,6.66667,1.2171,29.9946,2731.14,145.929,6743.91,47.4087,5.19175
705,706,eb,6.83333,1.10632,30.0107,2778.32,148.992,6743.11,47.6349,5.19508
706,707,eb,7.0,1.00154,30.0254,2847.22,151.706,6744.7,47.862,5.20245
707,708,eb,7.16667,0.8974,30.0695,2904.09,155.274,6744.97,48.1042,5.18856
708,709,eb,7.33333,0.80901,30.0722,2937.29,157.325,6746.66,48.3348,5.21102
709,710,eb,7.5,0.70354,30.0601,2995.9,160.687,6757.74,48.6046,5.21644
710,711,eb,7.66667,0.58844,30.0361,3061.04,163.525,6733.18,48.8611,5.2108
711,712,eb,7.83333,0.49066,30.024,3110.14,166.41,6762.08,49.1202,5.21435
712,713,eb,8.0,0.41167,30.012,3152.74,145.057,6726.08,49.3954,5.21035
713,714,eb,8.16667,0.33793,30.0254,3204.22,141.086,6844.82,49.6393,5.21098
714,715,eb,8.33333,0.27385,30.004,3242.6,143.319,6697.88,49.9599,5.21342
715,716,eb,8.5,0.24094,29.9746,3254.03,143.525,6772.19,50.2297,5.21679
716,717,eb,8.66667,0.21405,29.9506,3254.17,143.369,6739.56,50.4702,5.21395
717,718,eb,8.83333,0.19141,29.9359,3251.4,143.679,6711.27,50.7525,5.21297
718,719,eb,9.0,0.16932,29.9292,3237.35,96.7948,6732.38,51.0526,5.21102
719,720,eb,9.16667,0.12379,30.1537,3248.99,85.1566,6746.57,51.3419,5.21542
720,721,eb,9.33333,0.07958,30.5934,3273.58,85.2029,6722.45,51.5797,5.22159
721,722,eb,9.5,0.05573,31.0011,3272.23,84.6046,6741.6,51.8246,5.25746
722,723,eb,9.66667,0.04825,31.3352,3246.3,83.7214,6748.61,52.1425,5.27513
723,724,eb,9.83333,0.046,31.6934,3215.43,82.9451,6774.94,52.4025,5.25498
724,725,eb,10.0,0.04402,32.0182,3185.52,82.2791,6751.18,52.6296,5.23655
725,726,eb,10.1667,0.04326,32.3002,3177.75,81.631,6728.03,52.8584,5.2211
726,727,eb,10.3333,0.04917,32.4045,3161.9,81.6879,6711.54,53.1594,5.21222
727,728,eb,10.5,0.05212,32.478,3147.81,81.3532,6743.02,53.4452,5.21249
728,729,eb,10.6667,0.05208,32.6704,3134.08,81.6559,6738.94,53.7338,5.21604
729,730,eb,10.8333,0.06756,32.784,3111.94,80.584,6736.37,53.9893,5.21293
730,731,eb,11.0,0.09352,32.9404,3048.34,79.1559,6741.6,54.2591,5.21009
731,732,eb,11.1667,0.10774,32.9136,2944.64,76.111,6742.93,54.5174,5.21111
732,733,eb,11.3333,0.1141,32.8936,2842.15,73.9244,6743.55,54.7124,5.21351
733,734,eb,11.5,0.12703,32.8923,2742.39,70.9864,6730.43,54.8762,5.21098
734,735,eb,11.6667,0.13173,32.8588,2632.69,68.3368,6740.0,55.1247,5.21391
735,736,eb,11.8333,0.13626,32.8682,2539.95,65.8261,6729.45,55.3366,5.21062
736,737,eb,12.0,0.13217,32.8094,2401.99,12.9202,6740.71,55.463,5.24583
737,738,eb,12.1667,0.15028,32.5194,2026.57,0.01781,6750.03,55.6928,5.35496
738,739,eb,12.3333,0.09827,32.4392,1682.66,0.02137,6742.13,55.8406,5.47878
739,740,eb,12.5,0.05476,32.4325,1342.15,0.01781,6731.58,55.8575,5.66827
740,741,eb,12.6667,0.05053,32.5167,967.591,0.01781,6741.6,56.0169,5.87502
741,742,eb,12.8333,0.04639,32.6851,581.499,0.01781,6746.92,56.0419,6.07694
742,743,eb,13.0,0.04178,32.7707,208.638,0.01781,6729.98,56.0793,6.24912
743,744,eb,13.1667,0.03733,32.8295,69.4988,0.00712,6755.08,56.0392,6.38888
744,745,eb,13.3333,0.03333,32.8682,29.9423,-0.01068,6730.43,56.1273,6.48784
745,746,eb,13.5,0.03001,32.8883,-0.31929,0.00712,6763.42,56.0614,6.56664
746,747,eb,13.6667,0.02739,32.9177,-0.35477,0.01424,6750.65,56.0926,6.63599
747,748,fb,0.0,0.14789,28.963,64.7195,0.1,791.922,42.1263,5.37563
748,749,fb,0.166667,0.25252,29.2192,966.377,64.9358,1676.25,43.4606,4.62108
749,750,fb,0.333333,0.50128,29.8887,923.491,74.8322,2303.15,40.0937,4.71644
750,751,fb,0.5,0.67755,30.7164,921.817,74.8179,2419.26,39.5737,4.96354
751,752,fb,0.666667,0.79612,30.9351,935.566,76.025,2679.36,39.6334,5.14844
752,753,fb,0.833333,0.89777,30.8157,964.453,78.5393,2781.27,39.7004,4.88329
753,754,fb,1.0,1.00391,30.7741,976.919,79.2,3016.42,39.7887,4.88815
754,755,fb,1.16667,1.06999,30.5997,989.172,80.0429,3167.15,39.8573,5.08609
755,756,fb,1.33333,1.13981,30.6627,999.218,80.7036,3337.86,39.9367,5.06283
756,757,fb,1.5,1.2026,30.7083,1011.68,82.1643,3512.47,40.0134,5.14024
757,758,fb,1.66667,1.25785,30.805,1028.57,82.5179,3675.81,40.1017,4.96466
758,759,fb,1.83333,1.29067,30.8291,1043.74,84.6464,3850.06,40.1846,5.01337
759,760,fb,2.0,1.29587,30.7097,1082.64,88.6536,4048.02,40.2783,5.14345
760,761,fb,2.16667,1.33268,30.7231,1098.03,95.5643,4165.47,40.3675,4.79688
761,762,fb,2.33333,1.34425,30.6963,1151.35,99.118,4305.28,40.4567,4.94434
762,763,fb,2.5,1.34781,30.7124,1191.99,102.464,4513.62,40.5583,5.07281
763,764,fb,2.66667,1.37541,30.7405,1232.84,105.911,4697.47,40.6609,5.17718
764,765,fb,2.83333,1.42409,30.7674,1250.55,107.425,4865.51,40.7733,4.95838
765,766,fb,3.0,1.41221,30.6091,1306.57,112.304,5029.92,40.8759,5.03289
766,767,fb,3.16667,1.44021,30.6721,1338.7,115.729,5142.12,40.9918,5.09768
767,768,fb,3.33333,1.43351,30.7553,1412.61,121.528,5357.3,41.0944,5.12932
768,769,fb,3.5,1.44149,30.805,1473.27,126.85,5514.51,41.2121,5.06332
769,770,fb,3.66667,1.44873,30.7795,1525.02,131.532,5659.57,41.3512,5.14149
770,771,fb,3.83333,1.45984,30.7848,1586.75,136.453,5852.37,41.4779,5.12812
771,772,fb,4.0,1.45793,30.6667,1651.47,142.5,6003.99,41.6295,5.12246
